name,gtin13,price,availability,description,brand,breadcrumbsgroup1,breadcrumbsgroup2,breadcrumbsgroup3,images,,,,
The Spice Tailor Punjabi Chickpea Masala 400G,5.05E+12,3.15,InStock,"Chickpeas cooked in a hearty Indian gravy, mildly spiced and in individual pouches. It is important to maintain a varied and balance diet and healthy lifestyle.. Visit The Spice Tailor or Anjum Anand on: Instagram, Pinterest and YouTube. Discover quick, easy recipe ideas and more about our products at: thespicetailor.com. Chill rating - medium - 2,Plant powered,A delicious bowl of earthy chickpea goodness,No other ingredients required,No nasties,Low in sugar,Source of protein,No artificial preservatives, colourings or flavourings,Vegetarian",THE SPICE TAILOR,Food Cupboard,"Cooking Sauces, Meal Kits & Sides",Meal Kits,https://digitalcontent.api.tesco.com/v2/media/ghs/635dfac4-bfb5-4505-b706-bed714dcafbf/6445cba2-99b2-4137-8042-61ae141042e2_645733228.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/f4d0a543-2856-4bce-bfef-a4d177853ed5/109daa79-6e15-493e-bbc7-33c77da87347_179802000.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/c9617264-409e-4a36-9d4e-0456cdeee296/09cb8735-fc47-47c9-8c03-b0809aa6e724_1001910443.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/999bf984-cb35-4ed4-92b9-261ce55cfdea/050880a2-6ea0-4182-ac54-8904939871be_519799342.jpeg,
Winalot Shapes 800G,5.00E+12,2,InStock,"A Complementary Pet Food for Adult Dogs. Please visit the Winalot website www.winalot-dog.co.uk. With fibre,No added artificial colours, flavours or preservatives",WINALOT,Pets,Dog Food & Accessories,Bulk Dog Food,https://digitalcontent.api.tesco.com/v2/media/ghs/e2c19a5a-5d12-4a75-ba26-238f9ec4b104/694c96ca-400d-45c7-be8f-8b189a904075_1581086486.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/38babfad-97b0-4a72-971f-41d5dacf6f67/83d0b54e-fd32-480b-9266-b918fd7f892c_1963980365.jpeg,,,
L'oreal Paris Elnett Normal Strength Hair Spray 400Ml,5.01E+12,6.95,InStock,"L'oreal Paris Elnett Normal Strength Hair Spray 400Ml. Up to 24H normal hold,Iconic micro diffuser hairspray,Gives natural hair movement and shine,Protects your style against the effects of humidity,Brush out for hair that feels clean and ready to restyle,No stiffness, stickiness or visible residue",ELNETT,Health & Beauty,Haircare & Styling,Hairspray,https://digitalcontent.api.tesco.com/v2/media/ghs/7d8109e2-0033-4d3d-9a8f-b371a70ccf38/b091a494-8a11-4174-9292-eb9a6bbcb1a7_317005695.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/4de1d215-fd99-4b02-b080-722e7540e7ea/a3091565-b45f-4632-97f8-7a0c2046049f_1797949711.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/2aeb11b8-7545-4b11-bce3-6caca0c72731/1dd8a889-65d6-4155-ad92-c953889fe3e1_1100606122.jpeg,,
Yankee 6 Wax Melts Cosy Up,5.04E+12,3.75,InStock,Yankee 6 Wax Melts Cosy Up. Burn time - Up to 4 hours per Wax Melt,YANKEE CANDLE,Home & Ents,Home Accessories,Candles,https://digitalcontent.api.tesco.com/v2/media/ghs/b16c45fc-da8a-465a-9702-52a178cc3221/e64fa637-e99d-4677-9823-2b7f9bcabe77_1834845549.jpeg,,,,
Biore Ultra Pore Strips X6ct,9.34E+12,8,InStock,"Biore Ultra Pore Strips X6ct. Free your pores!,Instantly unclogs pores by removing dirt, oil & blackheads,Dermatologist Tested,With witch hazel and tea tree oil,Breakup with blackheads,Vegan Friendly",BIORE,Health & Beauty,Face Skincare,Spot Treatment,https://digitalcontent.api.tesco.com/v2/media/ghs/6802cfdf-1cd1-4052-a184-8ffebabd06ff/39d41abb-8376-4ca3-992d-4416c5bb639c_94784001.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/15fbd231-fcfa-43fe-88a8-2cda7b803da6/2efd9191-1102-46c3-8c33-ee42a1586631_62401344.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/552d346d-df80-458d-baa8-4717fd0cec7a/9233af94-9265-4e57-9483-9bd414fffbd8_492820079.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/f3b9b955-773d-451f-9225-e92e6b0f246f/0dfe7d2b-5f3b-402b-8f2e-9693c7e31477_1188059965.jpeg,
Veet In Shower Cream Sensitive 150Ml,5.01E+12,8,InStock,"Veet In Shower Cream Sensitive 150Ml. Clinically proven,Up to 7 days of smoothness,Exfoliated & moisturised skin,Sensitive Skin,Body & legs,Soothing with aloe vera and violet blossom fragrance,Dermatologically tested,Suitable for both women and men",VEET,Health & Beauty,Women's Toiletries,Hair Removal,https://digitalcontent.api.tesco.com/v2/media/ghs/231a9210-e508-455e-8eb8-3d5088ba2e36/fb6568da-5858-4383-ba38-435a975f2bce_156147734.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/ab5f05d2-df15-44b0-bcfa-d7da57df4590/26ea4488-65cd-4daf-973a-36a98a416754_497479735.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/5f4e7a28-2d18-4e9f-bc73-bd8cdbfbf8ad/196c7181-5474-4c31-8030-d4098d0921f6_110547209.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/5225b831-1cdf-4c27-b05c-8ab9722d93bf/5620a4c1-5f8f-4d70-8a56-be9281f59bc4_325711654.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/922eee35-3597-4985-b445-4a57688b30a3/873334d5-6edc-4b37-a2bf-f00d88910ac7_655697614.jpeg
Kumala Reserve Chenin Blanc 75Cl,5.01E+12,7,InStock,"Chenin Blanc. Wine of Swartland, South Africa",KUMALA,Drinks,Wine,White Wine,https://digitalcontent.api.tesco.com/v2/media/ghs/9cfed0a1-d346-4446-b4d3-18bbd118a5fb/90e01084-b2b7-4718-8045-aaccd8a3d46e_1049773011.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/aec33f17-783a-4d94-83ff-7b68b6a5d63d/a86226d9-5592-4d14-af85-28a70682c442_417793746.jpeg,,,
Fairy Fresh In-Wash Scent Booster 320G,8.00E+12,6.5,InStock,"Fairy Fresh In-Wash Scent Booster 320g . In-wash scent booster for mild freshness that lasts,From the brand voted #1 for sensitive skin (online panel of 3327 females among which Fairy Non Bio was voted most often as the #1 detergent & fabric softener for sensitive skin.),Dermatologically tested in-wash scent booster,Fairy Beads fresh cardboard with 0% Dyes,Try Fairy dream team for Sensitive Skin,Can be added to every load  with all types of fabrics",FAIRY,Household,Laundry,Scent Boosters,https://digitalcontent.api.tesco.com/v2/media/ghs/e1d9f528-454a-4646-b131-226802ead8c8/f1a40695-e7e0-45eb-b4bb-ff9bb2847fce_903222690.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/e490500a-3e7c-4329-baff-cd7d86fd7755/b2eee936-99f1-4326-8e2d-91e26da97568_86878187.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/a284432f-12f7-474d-b479-55d3fb8c6054/bfb7bdc8-b6eb-47f4-b4a6-c4d026ad87a9_1643922123.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/5bf67ab8-0b70-4f9c-a7bb-3e01fb769bbe/3f04e7d9-ca68-42f3-9038-e4f707a53559_327949488.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/ead35513-c1e4-411b-a477-34ec4442788d/8a6151a8-2561-4d35-b998-90737567076d_2120956692.jpeg
Tesco 3.1A Dual Port Car Charger,5.06E+12,8,InStock,"Tesco 3.1A Dual Port Car Charger. Charge two devices simultaneously,Works with any USB charging cable,Length 6cm,Charge from two ports simultaneously from your car,Made for devices with a USB-A connection",TESCO HOME,Home & Ents,Electrical,Mobile Phone Accessories,https://digitalcontent.api.tesco.com/v2/media/ghs/d35a6887-387b-4bb1-9874-b55eaf580321/95d09172-bfa1-4190-a860-ba2244b04d80_1817979915.jpeg,,,,
Graze Lively Lemon Flapjack 3X53g,5.06E+12,2,InStock,"Lemon flavoured wholegrain oat flapjack topped with a yoghurt drizzle. Enjoy as part of a varied and balanced diet and a healthy lifestyle. Tasty Triple Packs,No artificial colours, flavours, sweeteners or preservatives,Suitable for vegetarians",GRAZE,Food Cupboard,Biscuits & Cereal Bars,Cereal Bars & On the Go Snack Bars,https://digitalcontent.api.tesco.com/v2/media/ghs/7b4b8463-0619-458b-9483-9964324c0198/1064c9ce-555e-4e3b-9b1d-66bcacb1ae27_1883519731.jpeg,,,,
Tesco Battered Haddock Goujons 200G,5.05E+12,3.2,InStock,Battered haddock (Melanogrammus aeglefinus) fillet strips.,TESCO,Fresh Food,Chilled Fish & Seafood,Breaded and Prepared,https://digitalcontent.api.tesco.com/v2/media/ghs/eeeb3d85-ac28-4c63-be87-9c377c6a3968/514afede-acf8-44d9-bb3f-17720b49b552.jpeg,,,,
Alamos Malbec 75Cl,7.79E+12,9,InStock,"Red Wine. Alamon N°1 Most Awarded Malbec,Wine of Argentina,The Wines of the Mountain",ALAMOS,Drinks,Wine,Red Wine,https://digitalcontent.api.tesco.com/v2/media/ghs/2291d8e0-6040-4cfe-9f25-cd4f7d2e260c/7b631beb-cc77-4bf2-bb15-fef011239b96_1004974635.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/d6ca495b-e350-4277-9b5a-3b7db0bccff0/6b4e279c-1bfb-48d1-a0fd-bb48783de061_1998435022.jpeg,,,
Hask Argan Oil Conditioner 50Ml,71164333068,3,InStock,"Hask Argan Oil Conditioner 50Ml. Strengthens, restores & smooths dry, damaged hair,Helps reduce split-ends,Colour Safe Formula,Free of: sulfates, parabens, phthalates, gluten & drying alcohol,Cruelty Free (Leaping Bunny Certified)",HASK,Health & Beauty,Conditioner,Natural Conditioner,https://digitalcontent.api.tesco.com/v2/media/ghs/abfcf277-ac48-42f6-9821-68c9121375dc/8bf0329a-ba36-4f1b-a805-2739ca8187de_146136485.jpeg,,,,
Tesco 2 Beef Medallion Steaks 340G,5.06E+12,4.5,InStock,2 Beef medallion steaks.,TESCO,Fresh Food,Fresh Meat & Poultry,Fresh Beef,https://digitalcontent.api.tesco.com/v2/media/ghs/a7d684fe-ab26-41ab-87c2-8e8bd97d30b8/9e7efb1e-d9e4-438e-99d7-0ae01a4d82a1.jpeg,,,,
Isla Negra Cabernet Sauvignon 75Cl,7.80E+12,5,InStock,"Cabernet Sauvignon. Inspired by the Coast,Fruity & Intense",ISLA NEGRA,Drinks,Wine,Red Wine,https://digitalcontent.api.tesco.com/v2/media/ghs/1c8f3524-5243-4d2c-aeff-b0f8b77dfa88/79d0f973-926d-4531-8370-8cda38686787_1681926476.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/b15e11d2-0d4a-456f-a957-60237116af1c/fbf9e1b8-a725-47bf-80b6-c4ba7c530ff4_2078929361.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/c2814d56-0ed8-4f2b-8ede-a246d4e16b71/dedecd4d-0548-4de3-9119-746056fe1c8a_1832158779.jpeg,,
The Cake Crew Rainbow Cupcakes 4 Pack,5.02E+12,2.5,InStock,"4 Vanilla flavour sponge cakes filled with a strawberry sauce, topped with vanilla flavour frosting, decorated with multicolored sugar sprinkles and a rainbow sugar decoration. Suitable for Vegetarians",THE CAKE CREW,Bakery,"Cakes, Cake Bars, Slices & Pies",Birthday & Celebration Cakes,https://digitalcontent.api.tesco.com/v2/media/ghs/e4effbb4-07d0-44a7-a5c9-702ed73ee9f1/f38f914d-abce-4e5b-bb8b-3c72a5623136_1647015107.jpeg,,,,
Herbal Essences Bio. Renew Argan Shampoo 400Ml,8.00E+12,4.5,InStock,"Herbal Essences Bio. Renew Argan Shampoo 400Ml. REPAIRING HAIR SHAMPOO: helps repair damaged hair to smoothness to reveal it's natural beauty,2X MORE NOURISHMENT IN ONE USE. Feed your hair with plant-based nutrient & antioxidant,PURE PLANT ESENCES: shampoo infused with pure Argan oil of Morocco and Aloe,95% NATURAL ORIGIN: 72% purified water and 23% naturally derived ingredients, other 5% for a good usage experience,RESPONSIBLE BEAUTY: certified by PETA Vegan & cruelty-free. No Silicones. Safe for Coloured Hair,NURTURED HAIR & PLANET: 100% Recycled & Recyclable bottle excluding cap",HERBAL ESSENCES,Health & Beauty,Shampoo,Natural Shampoo,https://digitalcontent.api.tesco.com/v2/media/ghs/ca2dd325-1d22-4027-a134-9f5f52b62e59/d93e82e9-2a22-4087-9f8d-d07a75e4f184_1240942931.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/4185603e-4fa5-4772-8e14-b973493f7b02/b0776759-d9f8-49c6-9e93-306f9ef2f8a1_1052813812.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/5e8920a3-cde5-416d-bdba-93610e011c7e/016e7cc2-2655-4cc1-b0e1-7d099e12d105_1283970294.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/100365e0-8593-4989-88cf-711a933bb8ce/ce0e9e3a-3b9c-4256-acb1-845950be6eef_820975745.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/9a0ac142-a6e0-4aae-bdd1-b9bd4969d0c4/a9e2505f-3b39-4e03-aff5-74f100105964_78569716.jpeg
Wrigley's Extra Cool Breeze 6X10 Pieces 84G,4.01E+12,2.5,InStock,"Sugarfree Chewing Gum with Sweeteners and Mint Flavour. A varied and balanced diet and a healthy lifestyle are important.. Sugarfree,Oral Health Foundation Approved,Irish Dental Association Approved,Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids,Suitable for Vegetarians",WRIGLEYS,Food Cupboard,"Chocolate, Sweets, Mints & Chewing Gum",Chewing Gum,https://digitalcontent.api.tesco.com/v2/media/ghs/89eaa9cf-ebd2-474e-ae4d-aa0a3dc4cdae/e956f948-ee3c-4139-9ef5-eff3301fdd6c_908008885.jpeg,,,,
Jurassic World Dinosaur Celebration Cake,5.03E+12,12,InStock,"Sponge with a layer of raspberry jam and sweet filling, covered with soft icing and edible decorations. Nut free,Hand Decorated,No Artificial Colours or Flavours,Suitable for vegetarians",JURASSIC WORLD,Bakery,"Cakes, Cake Bars, Slices & Pies",Birthday & Celebration Cakes,https://digitalcontent.api.tesco.com/v2/media/ghs/0dc0e5a5-6c82-4120-bbf5-457ec40c736e/bca7915a-ccbc-4448-851a-94e610c4fd71.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/91feafe4-76b0-487f-879b-562ed8c8fd64/6ffb5fc2-ba99-45cf-87b0-9b62a6221140_1126262782.jpeg,,,
Edingburgh Raspberry Gin Liqueur & Scented Candle Set,5.04E+12,6,OutOfStock,Edingburgh R/berry G/Liqr & Scented Cnd Set . Filled with Wonder,EDINBURGH GIN DISTILLERY,Drinks,Alcohol Gift Sets,Spirits Gift Sets,https://digitalcontent.api.tesco.com/v2/media/ghs/2a809213-7fc9-49e4-88bc-cb58207c1e15/ab7a908f-aa4d-4a35-b405-901b482122f6_806965540.jpeg,,,,
Gressingham Duck Fillets 250G,5.02E+12,4.5,InStock,"Impressively Easy Duck Breast Portions. For recipes, how-to-videos and top tips, visit our website at: www.gressinghamduck.co.uk. From our British farmers,Cooks in 20 mins",GRESSINGHAM,Fresh Food,Fresh Meat & Poultry,"Duck, Venison & Game",https://digitalcontent.api.tesco.com/v2/media/ghs/ade5dfa7-cc9e-4bb2-9598-d0f08f64b045/79cd5e61-45a0-4be2-82e3-7e669ad3ebf3.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/d662b0d3-0cf3-421f-a170-bdb9c7c2c513/4959816b-1e0d-4bcb-a89b-d3647edbdf74_938507066.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/5326399e-298f-4da0-8ad1-2bdf0452ac7a/92b33c17-4d6a-4e48-bf30-a84e1100a516_1850102833.jpeg,,
Veetee Plants & Rice Beetroot Risotto 280G,5.02E+12,2,InStock,"Rich Beetroot Risotto. Head over to www.veetee.com to see how we do it!. 100% Plant Based,With creamy risotto rice simmered in red wine & basil,No artificial colours flavours or preservatives,Suitable for vegans",VEETEE,Food Cupboard,"Dried Pasta, Rice, Noodles & Cous Cous",Flavoured Microwave Rice,https://digitalcontent.api.tesco.com/v2/media/ghs/aed73e1c-5144-412b-80d8-93401bb1e800/fb39b2e1-c663-4da5-a169-aca0f16c3deb_113536758.jpeg,,,,
Playstation PS5 Mug & Socks Gift Set,5.06E+12,8,OutOfStock,"PLAYSTATION PS5 MUG & SOCKS GIFT SET . 300ml ceramic mug,UK 7-11 sock size",PLAYSTATION,Home & Ents,Christmas Gifts,Tech & Gadget Gifts,https://digitalcontent.api.tesco.com/v2/media/ghs/2dea046f-35cd-4c7c-9a01-d2296b860493/6da2e793-64fb-4e93-9fb5-74e69035d3c0_989560187.jpeg,,,,
Tesco Milk Chocolate Ices 6 X 70Ml,5.06E+12,1.2,InStock,"Vanilla flavour ice cream, covered in a milk chocolate flavour coating.",TESCO,Frozen Food,"Ice Cream, Ice Lollies & Frozen Desserts",Ice Cream Sticks,https://digitalcontent.api.tesco.com/v2/media/ghs/37419950-0919-4450-b5a3-5ad47cb27fb4/1736fb7f-9f31-49c7-9fa7-34bc9cae4252.jpeg,,,,
Petface Laser Chaser Cat Toy,5.06E+12,4.3,InStock,"Petface Laser Chaser Cat Toy. Exercise & fun,5 laser images for your pet to chase!",PETFACE,Pets,Cat Food & Accessories,"Cat Toys, Healthcare & Accessories",https://digitalcontent.api.tesco.com/v2/media/ghs/21c26e83-16ae-4c5e-851a-0778a83fc66f/cdc56cba-b407-49fb-9d9a-94322cd61a82_1272857620.jpeg,,,,
Nivea Men Sensitive Shower Gel 400Ml,4.01E+12,1.49,InStock,"NIVEA MEN SENSITIVE S/G 400ML . With bamboo extract,Especially caring formula,For body, face & hair,99% biodegradable formula,pH skin-balanced,Microplastic-free formula",NIVEA,Health & Beauty,Men's Toiletries,Shower,https://digitalcontent.api.tesco.com/v2/media/ghs/320fb72c-ea54-411d-be36-93500edb72ba/25350f92-bfa0-42ff-acf2-96cef5df4f38_564861408.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/fe736e58-2bbf-48f5-8379-bf3f080914e0/f46aed30-c899-4c7b-901b-98f9b0fdf97b_406866394.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/50179ab1-74d9-44d9-804a-426f2cd40367/5719e526-dc50-4246-be94-f26005460ea8_2051866218.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/794e6621-b303-4ed7-ad65-30f023115abc/284c34de-00ed-43fd-9d63-ba98616d375b_1478411381.jpeg,
Tamnavulin Wine Cask Edition Single Malt Whisky 70Cl,5.01E+12,32,InStock,"Speyside Single Malt Scotch Whisky. White Wine Cask Edition,Sauvignon Blanc Casks",TAMNAVULIN,Drinks,Spirits,Whisky,https://digitalcontent.api.tesco.com/v2/media/ghs/cab841d6-a521-4769-9ca5-6650a428ee1b/d8309d28-d8bf-4991-80ee-0f7449616f1b_475059384.jpeg,,,,
Tesco Reusable Mixed Cutlery 12 Pack,5.06E+12,1.75,InStock,"Tesco Reusable Mixed Cutlery 12 Pack. Cutlery case set is included 4 fork, 4 spoon, and 4 knife.,Made from Polypropylene Safe for direct contact with food, Dishwasher safe, Not to put in the microwave",TESCO CELEBRATE,Home & Ents,Party & Giftwrap,Party Tableware,https://digitalcontent.api.tesco.com/v2/media/ghs/2c358621-ffe2-49dd-a696-8bafa410be14/0bb869a7-a546-48c4-9ccd-585b7e044ced_1058608936.jpeg,,,,
Shipyard American Ipa 4 X 440Ml,5.01E+12,5,InStock,"SHIPYARD AMERICAN IPA 4 X 440ML . Proud Pioneers of Original American Craft,Portland Maine USA",SHIPYARD,Drinks,Beer & Cider,Craft Beer,https://digitalcontent.api.tesco.com/v2/media/ghs/76c14213-50cd-4851-bad6-096a8572ae86/9eafbdf3-8c29-48f0-83dd-73bf85edac1d_63582722.jpeg,,,,
Tesco 12 Christmas Cupcake Platter,5.05E+12,6,InStock,"4 Chocolate flavour sponge cakes filled with chocolate sauce, topped with chocolate flavour frosting and decorated with a reindeer sugar plaque. 4 Vanilla flavour sponge cakes filled with strawberry sauce, topped with green coloured vanilla flavour frosting and decorated with sugar decorations and bronze coloured sugar star. 4 Chocolate flavour sponge cakes filled with chocolate sauce, topped with red and white coloured vanilla flavour frosting and decorated with white sugar decorations.",TESCO,Bakery,"Cakes, Cake Bars, Slices & Pies","Small Cakes, Bites & Slices",https://digitalcontent.api.tesco.com/v2/media/ghs/b66e4224-3337-4bd6-99d8-f25b25156934/20b416a7-dc95-494f-b093-b71c1a575c5d.jpeg,,,,
Fruit Bowl Raspberry Peelers 5X16g,5.06E+12,2.5,InStock,"Fruit snack made from concentrated apple and raspberry purees and fruit juices. For more fun... Find us on Facebook, Pinterest, Instagram and Twitter. Made with real fruit,1 of your 5 a day,Great for baking,Only naturally occurring sugars, 1 peeler = 1 apple,Perfect for little lunchboxes,Ideal as a snack,Yum yum!,Perfectly playful fruit peelers,Tried, tested, approved - family panel,Fruit made fun,No added sugar,Gluten free,Vegetarian Society approved,Kosher - MK",FRUIT BOWL,Food Cupboard,"Dried Fruit, Nuts, Nutrient Powders & Seeds",Fruit Snacks,https://digitalcontent.api.tesco.com/v2/media/ghs/3061b554-f41a-4268-b3c1-cf48cd7ad6cb/ab1a4973-4f94-4328-8233-fa9d3d69728d_108148254.jpeg,,,,
Hartleys Best Strawberry Seedless Jam 340G,5.00E+12,1.35,InStock,"Seedless Strawberry Jam. Best of. Visit www.hartleysfruit.co.uk. Made with real fruit,Vegetarian Society Approved",HARTLEYS,Food Cupboard,"Jams, Sweet & Savoury Spreads",Jams,https://digitalcontent.api.tesco.com/v2/media/ghs/156cd06c-88ad-4e29-ac3e-aab8426cb746/6d90e686-d8c9-4bb4-87f5-3039eed3a220_2108884604.jpeg,,,,
Tesco Blue Stripe Bath Towel,5.06E+12,8,InStock,TESCO BLUE STRIPE BATH TOWEL . Design Towel,TESCO HOME,Home & Ents,Bathroom Accessories & Towels,Towels,https://digitalcontent.api.tesco.com/v2/media/ghs/05d6c475-4351-4560-a1c6-2d89089ae316/b87510ec-f451-4a67-a965-b1b05cb788bc_1512760736.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/3ada0a1b-8d91-4ff1-998a-946cd926fe8d/12cab8a2-11e0-42e5-bb2f-fef8cab31492_687737289.jpeg,,,
Tesco Black Soft Touch Notebook 192 Pages,5.05E+12,7.7,InStock,Tesco Black Soft Touch Notebook 192 Pages. Leather-effect cover. Ruled pages. A4 size. 96 sheets of 80gsm acid free cream paper,TESCO HOMEOFFICE,Home & Ents,"Stationery, Arts & Crafts",Notebooks & Diaries,https://digitalcontent.api.tesco.com/v2/media/ghs/be0131c4-2840-4f03-92a7-f1408aa218b4/d13bf51c-f719-4b75-a9c9-87d6c69e9010_661267272.jpeg,,,,
Tesco Easy Cook Brown Rice 2Kg,5.05E+12,3,InStock,Parboiled brown rice.,TESCO,Food Cupboard,"Dried Pasta, Rice, Noodles & Cous Cous",Rice,https://digitalcontent.api.tesco.com/v2/media/ghs/394fedff-91a9-492e-bc4b-ad46a5187873/6b454c4d-6267-4a49-8316-273b487798b9_671792513.jpeg,,,,
Stockwell & Co Mayonnaise 450Ml,5.06E+12,0.44,OutOfStock,Mayonnaise.,STOCKWELL CO,Food Cupboard,"Table Sauces, Olives, Pickles & Chutney",Mayonnaise,https://digitalcontent.api.tesco.com/v2/media/ghs/b1c0348a-2b1e-4070-99ca-90cac4af8b7a/572fc3c1-ea7c-4cfa-aada-625f10591213_350348722.jpeg,,,,
Among Us Mystery Capsule,4.90E+12,12,InStock,Among Us Mystery Capsule,AMONG US,Home & Ents,Toys & Games,Action Toys & Figures,https://digitalcontent.api.tesco.com/v2/media/ghs/b140a532-d05e-4a54-aa5a-d47befc70360/d7350d58-2764-4ccf-be13-bf094725b4af_776786252.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/e13ed7de-e3a9-4c2e-9a58-53face0c8c7a/79dfdb42-255d-4a05-abad-2109929ae01a_1649964686.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/a6ebba28-8750-42ae-a4b4-49615b181fbe/26c329e5-9edf-40cf-9ba3-54e1778a6a2e_1975728909.jpeg,,
Tesco Baking Spread 500G,5.06E+12,1.35,InStock,Vegetable fat spread (70%).,TESCO,Fresh Food,"Milk, Butter & Eggs","Butter, Spreads & Margarine",https://digitalcontent.api.tesco.com/v2/media/ghs/1df97ba7-a928-4f4b-8aea-f73b8caf9623/36c5701b-e88a-490e-8716-dfb89fa91a36_374258587.jpeg,,,,
